./dataset/test/08_EMPTY/1509E_CRC-Prim-HE-06_005.jpg_Row_5101_Col_4501.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/118E0_CRC-Prim-HE-06_005.jpg_Row_2101_Col_2101.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/101F4_CRC-Prim-HE-06_005.jpg_Row_3151_Col_7201.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11CE0_CRC-Prim-HE-06_005.jpg_Row_2251_Col_6151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10133_CRC-Prim-HE-06_005.jpg_Row_301_Col_5251.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12200_CRC-Prim-HE-06_005.jpg_Row_5851_Col_7501.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10769_CRC-Prim-HE-06_005.jpg_Row_4501_Col_3451.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12380_CRC-Prim-HE-06_005.jpg_Row_4651_Col_2401.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/151C5_CRC-Prim-HE-06_005.jpg_Row_5701_Col_1201.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/135EC_CRC-Prim-HE-06_005.jpg_Row_601_Col_6301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10E2_CRC-Prim-HE-06_005.jpg_Row_3001_Col_751.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1186A_CRC-Prim-HE-06_005.jpg_Row_3601_Col_5251.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1556C_CRC-Prim-HE-06_005.jpg_Row_4501_Col_5551.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1407_CRC-Prim-HE-06_005.jpg_Row_601_Col_6601.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11928_CRC-Prim-HE-06_005.jpg_Row_4201_Col_4051.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/130ED_CRC-Prim-HE-06_005.jpg_Row_5701_Col_601.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/132D2_CRC-Prim-HE-10_026.jpg_Row_2401_Col_151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/148D2_CRC-Prim-HE-06_005.jpg_Row_1801_Col_301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/15750_CRC-Prim-HE-06_005.jpg_Row_1351_Col_1.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1461C_CRC-Prim-HE-06_005.jpg_Row_2401_Col_3601.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/102B7_CRC-Prim-HE-06_005.jpg_Row_5851_Col_1951.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1271B_CRC-Prim-HE-06_005.jpg_Row_5401_Col_301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11F37_CRC-Prim-HE-06_005.jpg_Row_2701_Col_4651.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1120B_CRC-Prim-HE-06_005.jpg_Row_2851_Col_5701.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/13C88_CRC-Prim-HE-06_005.jpg_Row_3451_Col_7801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/13B03_CRC-Prim-HE-06_005.jpg_Row_4651_Col_6151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/158D8_CRC-Prim-HE-06_005.jpg_Row_6001_Col_3901.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11235_CRC-Prim-HE-06_005.jpg_Row_2851_Col_3301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/109D1_CRC-Prim-HE-06_005.jpg_Row_6301_Col_1.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/14AD7_CRC-Prim-HE-06_005.jpg_Row_2251_Col_3451.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12365_CRC-Prim-HE-06_005.jpg_Row_2551_Col_7651.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/13F46_CRC-Prim-HE-06_005.jpg_Row_151_Col_3151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12A8F_CRC-Prim-HE-06_005.jpg_Row_451_Col_301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10C64_CRC-Prim-HE-06_005.jpg_Row_151_Col_4951.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10F0_CRC-Prim-HE-06_005.jpg_Row_2701_Col_3901.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12408_CRC-Prim-HE-06_005.jpg_Row_2701_Col_601.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12FA4_CRC-Prim-HE-06_005.jpg_Row_451_Col_5701.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1365A_CRC-Prim-HE-06_005.jpg_Row_1651_Col_1801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/15462_CRC-Prim-HE-06_005.jpg_Row_601_Col_2251.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/113FE_CRC-Prim-HE-06_005.jpg_Row_3901_Col_151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/14617_CRC-Prim-HE-06_005.jpg_Row_3451_Col_4801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/148D3_CRC-Prim-HE-06_005.jpg_Row_1501_Col_4201.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/14A54_CRC-Prim-HE-06_005.jpg_Row_4951_Col_6751.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/143BA_CRC-Prim-HE-06_005.jpg_Row_3751_Col_4651.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12B6C_CRC-Prim-HE-06_005.jpg_Row_3001_Col_4801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/13B9A_CRC-Prim-HE-06_005.jpg_Row_6301_Col_151.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/150F7_CRC-Prim-HE-06_005.jpg_Row_3001_Col_7051.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/10D78_CRC-Prim-HE-06_005.jpg_Row_5251_Col_7801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1235A_CRC-Prim-HE-06_005.jpg_Row_1_Col_6901.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1145B_CRC-Prim-HE-10_026.jpg_Row_901_Col_1.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/12187_CRC-Prim-HE-06_005.jpg_Row_2851_Col_1201.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11F21_CRC-Prim-HE-06_005.jpg_Row_3301_Col_6901.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/11E1B_CRC-Prim-HE-06_005.jpg_Row_6151_Col_7351.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/13A21_CRC-Prim-HE-06_005.jpg_Row_4951_Col_4801.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1236E_CRC-Prim-HE-06_005.jpg_Row_2401_Col_6301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/08_EMPTY/1519C_CRC-Prim-HE-06_005.jpg_Row_3751_Col_3301.jpg
classification result;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/18660_CRC-Prim-HE-03_021.jpg_Row_151_Col_1.jpg
classification result;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/1D8F_CRC-Prim-HE-02_007b.jpg_Row_151_Col_1.jpg
classification result;06_MUCOSA;08_EMPTY;07_ADIPOSE;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/53E0_CRC-Prim-HE-08_016.jpg_Row_151_Col_301.jpg
classification result;02_STROMA;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;01_TUMOR
probability;1.0;9.860454534588343e-15;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/7D33_CRC-Prim-HE-10_006.jpg_Row_151_Col_1.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/109F7_CRC-Prim-HE-01_044.jpg_Row_301_Col_1.jpg
classification result;02_STROMA;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;01_TUMOR
probability;1.0;9.684822653647337e-25;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/8362_CRC-Prim-HE-07.jpg_Row_151_Col_451.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/164CA_CRC-Prim-HE-01_008.jpg_Row_1_Col_1.jpg
classification result;03_COMPLEX;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;01_TUMOR
probability;1.0;2.4655031614683886e-25;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/1067D_CRC-Prim-HE-07_007.jpg_Row_1_Col_151.jpg
classification result;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/36C6_CRC-Prim-HE-05_024.jpg_Row_1_Col_301.jpg
classification result;04_LYMPHO;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/6F0D_CRC-Prim-HE-01_015.jpg_Row_301_Col_1.jpg
classification result;07_ADIPOSE;08_EMPTY;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/9C14_CRC-Prim-HE-07_025.jpg_Row_151_Col_151.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/13E9B_CRC-Prim-HE-06_008.jpg_Row_1_Col_451.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/6214_CRC-Prim-HE-03_028.jpg_Row_1_Col_1.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/1130E_CRC-Prim-HE-01_044.jpg_Row_151_Col_1.jpg
classification result;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/13299_CRC-Prim-HE-02_007.jpg_Row_1_Col_301.jpg
classification result;06_MUCOSA;08_EMPTY;07_ADIPOSE;05_DEBRIS;04_LYMPHO;03_COMPLEX;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/91D8_CRC-Prim-HE-07_025.jpg_Row_901_Col_601.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/15E1F_CRC-Prim-HE-05_013.jpg_Row_151_Col_151.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/181F5_CRC-Prim-HE-04_014.jpg_Row_1_Col_451.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/3928_CRC-Prim-HE-06_008.jpg_Row_151_Col_451.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/9E08_CRC-Prim-HE-07_025.jpg_Row_1951_Col_301.jpg
classification result;03_COMPLEX;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;02_STROMA;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/10E21_CRC-Prim-HE-07_022.jpg_Row_751_Col_301.jpg
classification result;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/17B46_CRC-Prim-HE-05_013.jpg_Row_301_Col_151.jpg
classification result;02_STROMA;08_EMPTY;07_ADIPOSE;06_MUCOSA;05_DEBRIS;04_LYMPHO;03_COMPLEX;01_TUMOR
probability;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0

./dataset/test/01_TUMOR/5DBB_CRC-Prim-HE-07_025.jpg_Row_1_Col_1.jpg
classification result;02_STROMA;05_DEBRIS;08_EMPTY;07_ADIPOSE;06_MUCOSA;04_LYMPHO;03_COMPLEX;01_TUMOR
